,Date,Code,Name,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Volume,Adjusted Price
735,2022-02-22,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,0.0,0.0,0.0
736,2022-02-22,NCBA,NCBA Group Plc,23.0,29.0,25.0,25.5,25.2,25.05,0.15,711100.0,0.0
737,2022-02-22,SBIC,Stanbic Holdings Plc,78.0,106.0,95.0,95.0,95.0,93.25,1.75,1000.0,0.0
738,2022-02-22,SCBK,Standard Chartered Bank Kenya Ltd,123.0,148.75,135.0,137.0,136.25,135.5,0.75,2200.0,0.0
739,2022-02-22,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,0.0,0.0,0.0
740,2022-02-23,EGAD,Eaagads Ltd,10.0,15.0,13.5,13.5,13.5,13.1,0.4,100.0,0.0
741,2022-02-23,KUKZ,Kakuzi Plc,355.0,427.0,415.0,415.0,415.0,415.0,0.0,0.0,0.0
742,2022-02-23,KAPC,Kapchorua Tea Kenya Plc,80.0,101.0,96.0,96.0,96.0,96.0,0.0,0.0,0.0
743,2022-02-23,LIMT,Limuru Tea Plc,260.0,360.0,320.0,320.0,320.0,320.0,0.0,100.0,0.0
744,2022-02-23,SASN,Sasini Plc,16.75,22.6,20.0,22.1,21.4,21.7,-0.3,600.0,0.0
745,2022-02-23,WTK,Williamson Tea Kenya Plc,125.0,154.75,130.5,136.0,134.25,136.0,-1.75,300.0,0.0
746,2022-02-23,CGEN,Car and General (K) Ltd,10.0,70.0,64.0,72.0,64.25,66.25,-2.0,10800.0,32.13
747,2022-02-23,ABSA,ABSA Bank Kenya Plc,8.6,12.95,12.05,12.5,12.2,11.9,0.3,104200.0,0.0
748,2022-02-23,BKG,BK Group Plc,24.3,40.0,29.9,29.9,29.9,29.9,0.0,0.0,0.0
749,2022-02-23,COOP,Co-operative Bank of Kenya Ltd,11.5,14.0,13.0,13.4,13.15,13.15,0.0,152200.0,0.0
750,2022-02-23,DTK,Diamond Trust Bank Kenya Ltd,54.0,69.0,57.5,60.0,57.75,58.25,-0.5,23300.0,0.0
751,2022-02-23,EQTY,Equity Group Holdings Plc,39.0,55.0,51.5,53.0,52.0,52.0,0.0,810200.0,0.0
752,2022-02-23,HFCK,HF Group Ltd,2.8,5.2,3.5,3.64,3.58,3.61,-0.03,11200.0,0.0
753,2022-02-23,IMH,I & M Holdings Plc,18.0,26.0,21.5,21.5,21.5,20.6,0.9,3600.0,0.0
754,2022-02-23,KCB,KCB Group Plc,37.0,50.75,45.55,46.0,46.0,45.95,0.05,1075400.0,0.0
755,2022-02-23,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,0.0,0.0,0.0
756,2022-02-23,NCBA,NCBA Group Plc,23.0,29.0,25.0,25.5,25.4,25.2,0.2,32300.0,0.0
757,2022-02-23,SBIC,Stanbic Holdings Plc,78.0,106.0,95.0,95.0,95.0,95.0,0.0,500.0,0.0
758,2022-02-23,SCBK,Standard Chartered Bank Kenya Ltd,123.0,148.75,135.25,136.25,136.0,136.25,-0.25,8500.0,0.0
759,2022-02-23,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,0.0,0.0,0.0
760,2022-02-24,EGAD,Eaagads Ltd,10.0,15.0,12.35,12.35,12.35,13.5,-1.15,100.0,0.0
761,2022-02-24,KUKZ,Kakuzi Plc,355.0,427.0,415.0,415.0,415.0,415.0,0.0,0.0,0.0
762,2022-02-24,KAPC,Kapchorua Tea Kenya Plc,80.0,101.0,96.0,96.0,96.0,96.0,0.0,0.0,0.0
763,2022-02-24,LIMT,Limuru Tea Plc,260.0,360.0,320.0,320.0,320.0,320.0,0.0,0.0,0.0
764,2022-02-24,SASN,Sasini Plc,16.75,22.6,20.0,21.0,20.05,21.4,-1.35,40200.0,0.0
765,2022-02-24,WTK,Williamson Tea Kenya Plc,125.0,154.75,130.5,130.5,130.5,134.25,-3.75,900.0,0.0
766,2022-02-24,CGEN,Car and General (K) Ltd,10.0,70.0,64.5,64.5,64.5,64.25,0.25,100.0,32.25
767,2022-02-24,ABSA,ABSA Bank Kenya Plc,8.6,12.95,12.05,12.45,12.1,12.2,-0.1,1360700.0,0.0
768,2022-02-24,BKG,BK Group Plc,24.3,40.0,29.9,29.9,29.9,29.9,0.0,0.0,0.0
769,2022-02-24,COOP,Co-operative Bank of Kenya Ltd,11.5,14.0,12.65,13.15,13.0,13.15,-0.15,181600.0,0.0
770,2022-02-24,DTK,Diamond Trust Bank Kenya Ltd,54.0,69.0,57.5,57.5,57.5,57.75,-0.25,3500.0,0.0
771,2022-02-24,EQTY,Equity Group Holdings Plc,39.0,55.0,51.0,52.0,51.5,52.0,-0.5,505900.0,0.0
772,2022-02-24,HFCK,HF Group Ltd,2.8,5.2,3.5,3.5,3.5,3.58,-0.08,1500.0,0.0
773,2022-02-24,IMH,I & M Holdings Plc,18.0,26.0,21.1,21.5,21.45,21.5,-0.05,31300.0,0.0
774,2022-02-24,KCB,KCB Group Plc,37.0,50.75,44.9,46.0,45.0,46.0,-1.0,1151100.0,0.0
775,2022-02-24,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,0.0,0.0,0.0
776,2022-02-24,NCBA,NCBA Group Plc,23.0,29.0,25.0,25.5,25.05,25.4,-0.35,13600.0,0.0
777,2022-02-24,SBIC,Stanbic Holdings Plc,78.0,106.0,91.0,95.0,94.25,95.0,-0.75,500.0,0.0
778,2022-02-24,SCBK,Standard Chartered Bank Kenya Ltd,123.0,148.75,134.0,135.25,134.75,136.0,-1.25,20100.0,0.0
779,2022-02-24,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,0.0,0.0,0.0
780,2022-02-25,EGAD,Eaagads Ltd,10.0,15.0,12.35,12.35,12.35,12.35,0.0,0.0,0.0
781,2022-02-25,KUKZ,Kakuzi Plc,355.0,427.0,415.0,415.0,415.0,415.0,0.0,0.0,0.0
782,2022-02-25,KAPC,Kapchorua Tea Kenya Plc,80.0,101.0,96.0,96.0,96.0,96.0,0.0,0.0,0.0
783,2022-02-25,LIMT,Limuru Tea Plc,260.0,360.0,320.0,320.0,320.0,320.0,0.0,0.0,0.0
784,2022-02-25,SASN,Sasini Plc,16.75,22.6,20.0,20.1,20.1,20.05,0.05,12700.0,0.0
785,2022-02-25,WTK,Williamson Tea Kenya Plc,125.0,154.75,130.5,130.5,130.5,130.5,0.0,100.0,0.0
786,2022-02-25,CGEN,Car and General (K) Ltd,10.0,70.0,64.0,64.25,64.0,64.5,-0.5,1300.0,32.0
787,2022-02-25,ABSA,ABSA Bank Kenya Plc,8.6,12.95,11.95,12.2,12.0,12.1,-0.1,3665700.0,0.0
788,2022-02-25,BKG,BK Group Plc,24.3,40.0,29.0,29.0,29.0,29.9,-0.9,1300.0,0.0
789,2022-02-25,COOP,Co-operative Bank of Kenya Ltd,11.5,14.0,12.7,13.0,12.85,13.0,-0.15,99700.0,0.0
790,2022-02-25,DTK,Diamond Trust Bank Kenya Ltd,54.0,69.0,56.5,57.5,57.0,57.5,-0.5,24900.0,0.0
791,2022-02-25,EQTY,Equity Group Holdings Plc,39.0,55.0,51.5,52.0,51.75,51.5,0.25,51300.0,0.0
792,2022-02-25,HFCK,HF Group Ltd,2.8,5.2,3.4,3.6,3.44,3.5,-0.06,5200.0,0.0
793,2022-02-25,IMH,I & M Holdings Plc,18.0,26.0,21.0,21.5,21.3,21.45,-0.15,34300.0,0.0
794,2022-02-25,KCB,KCB Group Plc,37.0,50.75,44.5,45.0,44.95,45.0,-0.05,1421700.0,0.0
795,2022-02-25,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,0.0,0.0,0.0
796,2022-02-25,NCBA,NCBA Group Plc,23.0,29.0,23.0,25.0,24.2,25.05,-0.85,49900.0,0.0
797,2022-02-25,SBIC,Stanbic Holdings Plc,78.0,106.0,94.25,94.25,94.25,94.25,0.0,0.0,0.0
798,2022-02-25,SCBK,Standard Chartered Bank Kenya Ltd,123.0,148.75,132.0,134.75,132.25,134.75,-2.5,9000.0,0.0
799,2022-02-25,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,0.0,0.0,0.0
800,2022-02-28,EGAD,Eaagads Ltd,10.0,15.0,12.35,12.35,12.35,12.35,0.0,100.0,0.0
801,2022-02-28,KUKZ,Kakuzi Plc,355.0,427.0,415.0,415.0,415.0,415.0,0.0,300.0,0.0
802,2022-02-28,KAPC,Kapchorua Tea Kenya Plc,80.0,101.0,96.0,96.0,96.0,96.0,0.0,100.0,0.0
803,2022-02-28,LIMT,Limuru Tea Plc,260.0,360.0,320.0,320.0,320.0,320.0,0.0,0.0,0.0
804,2022-02-28,SASN,Sasini Plc,16.75,22.6,19.0,20.1,20.05,20.1,-0.05,10500.0,0.0
805,2022-02-28,WTK,Williamson Tea Kenya Plc,125.0,154.75,130.5,130.5,130.5,130.5,0.0,0.0,0.0
806,2022-02-28,CGEN,Car and General (K) Ltd,10.0,70.0,64.0,64.0,64.0,64.0,0.0,0.0,32.0
807,2022-02-28,ABSA,ABSA Bank Kenya Plc,8.6,12.95,11.4,12.0,11.9,12.0,-0.1,260800.0,0.0
808,2022-02-28,BKG,BK Group Plc,24.3,40.0,29.0,29.0,29.0,29.0,0.0,0.0,0.0
809,2022-02-28,COOP,Co-operative Bank of Kenya Ltd,11.5,14.0,12.65,13.0,12.9,12.85,0.05,185300.0,0.0
810,2022-02-28,DTK,Diamond Trust Bank Kenya Ltd,54.0,69.0,56.75,57.5,56.75,57.0,-0.25,7200.0,0.0
811,2022-02-28,EQTY,Equity Group Holdings Plc,39.0,55.0,50.0,52.0,50.0,51.75,-1.75,573700.0,0.0
812,2022-02-28,HFCK,HF Group Ltd,2.8,5.2,3.3,3.5,3.34,3.44,-0.1,97200.0,0.0
813,2022-02-28,IMH,I & M Holdings Plc,18.0,26.0,20.05,21.5,20.9,21.3,-0.4,17000.0,0.0
814,2022-02-28,KCB,KCB Group Plc,37.0,50.75,44.55,45.9,45.0,44.95,0.05,1361600.0,0.0
815,2022-02-28,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,0.0,0.0,0.0
816,2022-02-28,NCBA,NCBA Group Plc,23.0,29.0,23.15,24.0,23.85,24.2,-0.35,26200.0,0.0
817,2022-02-28,SBIC,Stanbic Holdings Plc,78.0,106.0,94.0,95.0,95.0,94.25,0.75,5600.0,0.0
818,2022-02-28,SCBK,Standard Chartered Bank Kenya Ltd,123.0,148.75,132.0,132.5,132.0,132.25,-0.25,9500.0,0.0
819,2022-02-28,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,0.0,0.0,0.0
820,2022-03-01,EGAD,Eaagads Ltd,10.0,15.0,13.5,13.5,13.5,12.35,1.15,100.0,0.0
821,2022-03-01,KUKZ,Kakuzi Plc,355.0,427.0,415.0,415.0,415.0,415.0,0.0,0.0,0.0
822,2022-03-01,KAPC,Kapchorua Tea Kenya Plc,80.0,101.0,96.0,96.0,96.0,96.0,0.0,0.0,0.0
823,2022-03-01,LIMT,Limuru Tea Plc,260.0,360.0,320.0,320.0,320.0,320.0,0.0,0.0,0.0
824,2022-03-01,SASN,Sasini Plc,16.75,22.6,19.0,19.0,19.0,20.05,-1.05,16000.0,0.0
825,2022-03-01,WTK,Williamson Tea Kenya Plc,125.0,154.75,131.0,131.0,131.0,130.5,0.5,100.0,0.0
826,2022-03-01,CGEN,Car and General (K) Ltd,10.0,70.0,59.0,59.0,59.0,64.0,-5.0,1000.0,29.5
827,2022-03-01,ABSA,ABSA Bank Kenya Plc,8.6,12.95,11.3,12.1,11.9,11.9,0.0,24500.0,0.0
828,2022-03-01,BKG,BK Group Plc,24.3,40.0,28.5,28.5,28.5,29.0,-0.5,100.0,0.0
829,2022-03-01,COOP,Co-operative Bank of Kenya Ltd,11.5,14.0,12.85,13.0,12.95,12.9,0.05,55000.0,0.0
830,2022-03-01,DTK,Diamond Trust Bank Kenya Ltd,54.0,69.0,55.0,56.75,55.25,56.75,-1.5,90500.0,0.0
831,2022-03-01,EQTY,Equity Group Holdings Plc,39.0,55.0,49.55,50.5,50.0,50.0,0.0,1472900.0,0.0
832,2022-03-01,HFCK,HF Group Ltd,2.8,5.2,3.34,3.6,3.49,3.34,0.15,29800.0,0.0
833,2022-03-01,IMH,I & M Holdings Plc,18.0,26.0,21.0,21.5,21.5,20.9,0.6,12700.0,0.0
834,2022-03-01,KCB,KCB Group Plc,37.0,50.75,43.6,45.0,44.3,45.0,-0.7,1001900.0,0.0
835,2022-03-01,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,0.0,0.0,0.0
836,2022-03-01,NCBA,NCBA Group Plc,23.0,29.0,23.85,24.45,24.05,23.85,0.2,21300.0,0.0
837,2022-03-01,SBIC,Stanbic Holdings Plc,78.0,106.0,95.0,95.0,95.0,95.0,0.0,0.0,0.0
838,2022-03-01,SCBK,Standard Chartered Bank Kenya Ltd,123.0,148.75,132.0,134.75,132.25,132.0,0.25,44100.0,0.0
839,2022-03-01,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,0.0,0.0,0.0
840,2022-03-02,EGAD,Eaagads Ltd,10.0,15.0,13.5,13.5,13.5,13.5,0.0,0.0,0.0
841,2022-03-02,KUKZ,Kakuzi Plc,355.0,427.0,415.0,415.0,415.0,415.0,0.0,0.0,0.0
842,2022-03-02,KAPC,Kapchorua Tea Kenya Plc,80.0,101.0,99.5,99.5,99.5,96.0,3.5,500.0,0.0
843,2022-03-02,LIMT,Limuru Tea Plc,260.0,360.0,320.0,320.0,320.0,320.0,0.0,0.0,0.0
844,2022-03-02,SASN,Sasini Plc,16.75,22.6,18.3,19.0,18.6,19.0,-0.4,500.0,0.0
845,2022-03-02,WTK,Williamson Tea Kenya Plc,125.0,154.75,131.0,131.0,131.0,131.0,0.0,0.0,0.0
846,2022-03-02,CGEN,Car and General (K) Ltd,10.0,70.0,53.25,59.0,57.25,59.0,-1.75,1000.0,28.63
847,2022-03-02,ABSA,ABSA Bank Kenya Plc,8.6,12.95,11.9,12.1,12.0,11.9,0.1,66300.0,0.0
848,2022-03-02,BKG,BK Group Plc,24.3,40.0,28.5,28.5,28.5,28.5,0.0,0.0,0.0
849,2022-03-02,COOP,Co-operative Bank of Kenya Ltd,11.5,14.0,12.85,13.05,12.95,12.95,0.0,45400.0,0.0
850,2022-03-02,DTK,Diamond Trust Bank Kenya Ltd,54.0,69.0,54.25,55.5,54.75,55.25,-0.5,11800.0,0.0
851,2022-03-02,EQTY,Equity Group Holdings Plc,39.0,55.0,49.8,51.75,50.25,50.0,0.25,1027800.0,0.0
852,2022-03-02,HFCK,HF Group Ltd,2.8,5.2,3.3,3.48,3.4,3.49,-0.09,41000.0,0.0
853,2022-03-02,IMH,I & M Holdings Plc,18.0,26.0,21.0,21.5,21.15,21.5,-0.35,19100.0,0.0
854,2022-03-02,KCB,KCB Group Plc,37.0,50.75,43.6,45.0,44.45,44.3,0.15,249000.0,0.0
855,2022-03-02,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,0.0,0.0,0.0
856,2022-03-02,NCBA,NCBA Group Plc,23.0,29.0,23.0,24.25,23.0,24.05,-1.05,916400.0,0.0
857,2022-03-02,SBIC,Stanbic Holdings Plc,78.0,106.0,95.0,96.5,95.25,95.0,0.25,3000.0,0.0
858,2022-03-02,SCBK,Standard Chartered Bank Kenya Ltd,123.0,148.75,131.75,134.75,132.0,132.25,-0.25,1183000.0,0.0
859,2022-03-02,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,0.0,0.0,0.0
860,2022-03-03,EGAD,Eaagads Ltd,10.0,15.0,13.5,13.5,13.5,13.5,0.0,0.0,0.0
861,2022-03-03,KUKZ,Kakuzi Plc,355.0,427.0,415.0,415.0,415.0,415.0,0.0,0.0,0.0
862,2022-03-03,KAPC,Kapchorua Tea Kenya Plc,80.0,101.0,99.5,99.5,99.5,99.5,0.0,0.0,0.0
863,2022-03-03,LIMT,Limuru Tea Plc,260.0,360.0,320.0,320.0,320.0,320.0,0.0,0.0,0.0
864,2022-03-03,SASN,Sasini Plc,16.75,22.6,18.3,18.3,18.3,18.6,-0.3,5100.0,0.0
865,2022-03-03,WTK,Williamson Tea Kenya Plc,125.0,154.75,131.0,131.0,131.0,131.0,0.0,1200.0,0.0
866,2022-03-03,CGEN,Car and General (K) Ltd,10.0,70.0,52.0,52.0,52.0,57.25,-5.25,900.0,26.0
867,2022-03-03,ABSA,ABSA Bank Kenya Plc,8.6,12.95,11.9,12.2,12.0,12.0,0.0,131900.0,0.0
868,2022-03-03,BKG,BK Group Plc,24.3,40.0,28.5,28.5,28.5,28.5,0.0,0.0,0.0
869,2022-03-03,COOP,Co-operative Bank of Kenya Ltd,11.5,14.0,12.85,13.05,13.0,12.95,0.05,80200.0,0.0
870,2022-03-03,DTK,Diamond Trust Bank Kenya Ltd,54.0,69.0,55.5,56.5,56.25,54.75,1.5,5300.0,0.0
871,2022-03-03,EQTY,Equity Group Holdings Plc,39.0,55.0,50.25,53.0,51.0,50.25,0.75,1640800.0,0.0
872,2022-03-03,HFCK,HF Group Ltd,2.8,5.2,3.4,3.5,3.48,3.4,0.08,17400.0,0.0
873,2022-03-03,IMH,I & M Holdings Plc,18.0,26.0,21.15,22.0,21.3,21.15,0.15,1600.0,0.0
874,2022-03-03,KCB,KCB Group Plc,37.0,50.75,44.5,45.5,45.05,44.45,0.6,2205300.0,0.0
875,2022-03-03,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,0.0,0.0,0.0
876,2022-03-03,NCBA,NCBA Group Plc,23.0,29.0,24.0,24.5,24.35,23.0,1.35,19700.0,0.0
877,2022-03-03,SBIC,Stanbic Holdings Plc,78.0,106.0,95.0,98.0,95.5,95.25,0.25,8900.0,0.0
878,2022-03-03,SCBK,Standard Chartered Bank Kenya Ltd,123.0,148.75,131.75,132.0,132.0,132.0,0.0,18400.0,0.0
879,2022-03-03,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,0.0,0.0,0.0
880,2022-03-04,EGAD,Eaagads Ltd,10.0,15.0,13.5,13.5,13.5,13.5,0.0,0.0,0.0
881,2022-03-04,KUKZ,Kakuzi Plc,355.0,427.0,415.0,415.0,415.0,415.0,0.0,0.0,0.0
882,2022-03-04,KAPC,Kapchorua Tea Kenya Plc,80.0,101.0,96.0,96.0,96.0,99.5,-3.5,100.0,0.0
883,2022-03-04,LIMT,Limuru Tea Plc,260.0,360.0,320.0,320.0,320.0,320.0,0.0,0.0,0.0
884,2022-03-04,SASN,Sasini Plc,16.75,22.6,18.0,18.3,18.1,18.3,-0.2,47200.0,0.0
885,2022-03-04,WTK,Williamson Tea Kenya Plc,125.0,154.75,134.75,134.75,134.75,131.0,3.75,400.0,0.0
886,2022-03-04,CGEN,Car and General (K) Ltd,10.0,70.0,52.0,53.0,52.25,52.0,0.25,800.0,26.13
887,2022-03-04,ABSA,ABSA Bank Kenya Plc,8.6,12.95,11.9,12.0,11.95,12.0,-0.05,75100.0,0.0
888,2022-03-04,BKG,BK Group Plc,24.3,40.0,27.5,27.5,27.5,28.5,-1.0,100.0,0.0
889,2022-03-04,COOP,Co-operative Bank of Kenya Ltd,11.5,14.0,12.9,13.15,12.95,13.0,-0.05,79400.0,0.0
890,2022-03-04,DTK,Diamond Trust Bank Kenya Ltd,54.0,69.0,56.5,56.5,56.5,56.25,0.25,5300.0,0.0
891,2022-03-04,EQTY,Equity Group Holdings Plc,39.0,55.0,50.75,52.0,51.75,51.0,0.75,311000.0,0.0
892,2022-03-04,HFCK,HF Group Ltd,2.8,5.2,3.31,3.5,3.38,3.48,-0.1,17700.0,0.0
893,2022-03-04,IMH,I & M Holdings Plc,18.0,26.0,21.0,21.25,21.1,21.3,-0.2,22100.0,0.0
894,2022-03-04,KCB,KCB Group Plc,37.0,50.75,45.0,45.95,45.35,45.05,0.3,1160500.0,0.0
895,2022-03-04,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,0.0,0.0,0.0
896,2022-03-04,NCBA,NCBA Group Plc,23.0,29.0,24.0,25.0,24.7,24.35,0.35,41500.0,0.0
897,2022-03-04,SBIC,Stanbic Holdings Plc,78.0,106.0,98.0,100.0,99.75,95.5,4.25,1200.0,0.0
898,2022-03-04,SCBK,Standard Chartered Bank Kenya Ltd,123.0,148.75,131.75,132.0,132.0,132.0,0.0,9400.0,0.0
899,2022-03-04,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,0.0,0.0,0.0
900,2022-03-07,EGAD,Eaagads Ltd,10.0,15.0,13.5,13.5,13.5,13.5,0.0,0.0,0.0
901,2022-03-07,KUKZ,Kakuzi Plc,355.0,427.0,415.0,415.0,415.0,415.0,0.0,0.0,0.0
902,2022-03-07,KAPC,Kapchorua Tea Kenya Plc,80.0,101.0,96.5,96.5,96.5,96.0,0.5,200.0,0.0
903,2022-03-07,LIMT,Limuru Tea Plc,260.0,360.0,320.0,320.0,320.0,320.0,0.0,0.0,0.0
904,2022-03-07,SASN,Sasini Plc,16.75,22.6,18.3,18.3,18.3,18.1,0.2,600.0,0.0
905,2022-03-07,WTK,Williamson Tea Kenya Plc,125.0,154.75,134.75,134.75,134.75,134.75,0.0,0.0,0.0
906,2022-03-07,CGEN,Car and General (K) Ltd,10.0,70.0,57.0,57.0,57.0,52.25,4.75,400.0,28.5
907,2022-03-07,ABSA,ABSA Bank Kenya Plc,8.6,12.95,11.8,12.15,11.85,11.95,-0.1,143100.0,0.0
908,2022-03-07,BKG,BK Group Plc,24.3,40.0,27.5,27.5,27.5,27.5,0.0,0.0,0.0
909,2022-03-07,COOP,Co-operative Bank of Kenya Ltd,11.5,14.0,12.8,13.1,12.95,12.95,0.0,63300.0,0.0
910,2022-03-07,DTK,Diamond Trust Bank Kenya Ltd,54.0,69.0,55.5,56.5,56.0,56.5,-0.5,1500.0,0.0
911,2022-03-07,EQTY,Equity Group Holdings Plc,39.0,55.0,49.75,52.0,50.75,51.75,-1.0,424400.0,0.0
912,2022-03-07,HFCK,HF Group Ltd,2.8,5.2,3.38,3.5,3.4,3.38,0.02,2400.0,0.0
913,2022-03-07,IMH,I & M Holdings Plc,18.0,26.0,20.3,21.3,20.75,21.1,-0.35,38200.0,0.0
914,2022-03-07,KCB,KCB Group Plc,37.0,50.75,43.85,45.9,44.9,45.35,-0.45,465800.0,0.0
915,2022-03-07,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,0.0,0.0,0.0
916,2022-03-07,NCBA,NCBA Group Plc,23.0,29.0,24.35,25.0,24.6,24.7,-0.1,22400.0,0.0
917,2022-03-07,SBIC,Stanbic Holdings Plc,78.0,106.0,99.75,99.75,99.75,99.75,0.0,0.0,0.0
918,2022-03-07,SCBK,Standard Chartered Bank Kenya Ltd,123.0,148.75,132.0,135.0,132.5,132.0,0.5,9000.0,0.0
919,2022-03-07,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,0.0,0.0,0.0
920,2022-03-08,EGAD,Eaagads Ltd,10.0,15.0,13.5,13.5,13.5,13.5,0.0,0.0,0.0
921,2022-03-08,KUKZ,Kakuzi Plc,355.0,427.0,415.0,415.0,415.0,415.0,0.0,0.0,0.0
922,2022-03-08,KAPC,Kapchorua Tea Kenya Plc,80.0,101.0,96.0,100.0,98.0,96.5,1.5,200.0,0.0
923,2022-03-08,LIMT,Limuru Tea Plc,260.0,360.0,320.0,320.0,320.0,320.0,0.0,0.0,0.0
924,2022-03-08,SASN,Sasini Plc,16.75,22.6,18.0,18.3,18.25,18.3,-0.05,1400.0,0.0
925,2022-03-08,WTK,Williamson Tea Kenya Plc,125.0,154.75,130.0,131.0,130.0,134.75,-4.75,127100.0,0.0
926,2022-03-08,CGEN,Car and General (K) Ltd,10.0,70.0,54.0,61.0,57.5,57.0,0.5,200.0,28.75
927,2022-03-08,ABSA,ABSA Bank Kenya Plc,8.6,12.95,11.75,12.4,12.2,11.85,0.35,240700.0,0.0
928,2022-03-08,BKG,BK Group Plc,24.3,40.0,26.5,27.5,27.0,27.5,-0.5,200.0,0.0
929,2022-03-08,COOP,Co-operative Bank of Kenya Ltd,11.5,14.0,12.85,13.0,12.9,12.95,-0.05,171700.0,0.0
930,2022-03-08,DTK,Diamond Trust Bank Kenya Ltd,54.0,69.0,56.0,56.5,56.25,56.0,0.25,200.0,0.0
931,2022-03-08,EQTY,Equity Group Holdings Plc,39.0,55.0,49.6,51.5,50.5,50.75,-0.25,986600.0,0.0
932,2022-03-08,HFCK,HF Group Ltd,2.8,5.2,3.3,3.5,3.3,3.4,-0.1,10200.0,0.0
933,2022-03-08,IMH,I & M Holdings Plc,18.0,26.0,20.8,21.3,20.95,20.75,0.2,5800.0,0.0
934,2022-03-08,KCB,KCB Group Plc,37.0,50.75,43.9,45.0,44.1,44.9,-0.8,1813400.0,0.0
935,2022-03-08,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,0.0,0.0,0.0
936,2022-03-08,NCBA,NCBA Group Plc,23.0,29.0,24.0,25.0,24.5,24.6,-0.1,17300.0,0.0
937,2022-03-08,SBIC,Stanbic Holdings Plc,78.0,106.0,95.0,99.5,98.0,99.75,-1.75,13400.0,0.0
938,2022-03-08,SCBK,Standard Chartered Bank Kenya Ltd,123.0,148.75,132.0,133.5,133.0,132.5,0.5,4300.0,0.0
939,2022-03-08,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,0.0,0.0,0.0
940,2022-03-09,EGAD,Eaagads Ltd,10.0,15.0,13.5,13.5,13.5,13.5,0.0,0.0,0.0
941,2022-03-09,KUKZ,Kakuzi Plc,355.0,427.0,415.0,415.0,415.0,415.0,0.0,0.0,0.0
942,2022-03-09,KAPC,Kapchorua Tea Kenya Plc,80.0,101.0,98.0,98.0,98.0,98.0,0.0,0.0,0.0
943,2022-03-09,LIMT,Limuru Tea Plc,260.0,360.0,320.0,320.0,320.0,320.0,0.0,0.0,0.0
944,2022-03-09,SASN,Sasini Plc,16.75,22.6,18.3,18.3,18.3,18.25,0.05,100.0,0.0
945,2022-03-09,WTK,Williamson Tea Kenya Plc,125.0,154.75,130.0,130.0,130.0,130.0,0.0,100.0,0.0
946,2022-03-09,CGEN,Car and General (K) Ltd,10.0,70.0,60.0,61.0,60.25,57.5,2.75,1300.0,30.13
947,2022-03-09,ABSA,ABSA Bank Kenya Plc,8.6,12.95,12.0,12.3,12.1,12.2,-0.1,373000.0,0.0
948,2022-03-09,BKG,BK Group Plc,24.3,40.0,27.0,27.0,27.0,27.0,0.0,100.0,0.0
949,2022-03-09,COOP,Co-operative Bank of Kenya Ltd,11.5,14.0,12.8,13.1,12.85,12.9,-0.05,276600.0,0.0
950,2022-03-09,DTK,Diamond Trust Bank Kenya Ltd,54.0,69.0,56.0,56.0,56.0,56.25,-0.25,2700.0,0.0
951,2022-03-09,EQTY,Equity Group Holdings Plc,39.0,55.0,50.5,51.5,50.75,50.5,0.25,1417600.0,0.0
952,2022-03-09,HFCK,HF Group Ltd,2.8,5.2,3.38,3.6,3.53,3.3,0.23,6100.0,0.0
953,2022-03-09,IMH,I & M Holdings Plc,18.0,26.0,20.5,21.0,20.5,20.95,-0.45,126500.0,0.0
954,2022-03-09,KCB,KCB Group Plc,37.0,50.75,44.1,44.9,44.4,44.1,0.3,313300.0,0.0
