,Date,Code,Name,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Volume,Adjusted Price
1029,2022-03-15,COOP,Co-operative Bank of Kenya Ltd,11.5,14.0,12.9,13.1,12.95,12.9,0.05,103700.0,0.0
1030,2022-03-15,DTK,Diamond Trust Bank Kenya Ltd,54.0,69.0,55.0,55.5,55.25,56.75,-1.5,31800.0,0.0
1031,2022-03-15,EQTY,Equity Group Holdings Plc,39.0,55.0,50.75,52.0,51.25,51.25,0.0,620400.0,0.0
1032,2022-03-15,HFCK,HF Group Ltd,2.8,5.2,3.22,3.45,3.22,3.21,0.01,24300.0,0.0
1033,2022-03-15,IMH,I & M Holdings Plc,18.0,26.0,20.65,21.0,21.0,20.8,0.2,175900.0,0.0
1034,2022-03-15,KCB,KCB Group Plc,37.0,50.75,45.0,45.7,45.0,45.05,-0.05,1954000.0,0.0
1035,2022-03-15,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,0.0,0.0,0.0
1036,2022-03-15,NCBA,NCBA Group Plc,23.0,29.0,24.0,24.95,24.35,24.2,0.15,33900.0,0.0
1037,2022-03-15,SBIC,Stanbic Holdings Plc,78.0,106.0,98.0,100.0,99.5,100.0,-0.5,220100.0,0.0
1038,2022-03-15,SCBK,Standard Chartered Bank Kenya Ltd,123.0,148.75,138.0,141.0,139.0,140.75,-1.75,88500.0,0.0
1039,2022-03-15,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,0.0,0.0,0.0
1040,2022-03-16,EGAD,Eaagads Ltd,10.0,15.0,13.5,13.5,13.5,12.6,0.9,100.0,0.0
1041,2022-03-16,KUKZ,Kakuzi Plc,355.0,427.0,415.0,415.0,415.0,415.0,0.0,0.0,0.0
1042,2022-03-16,KAPC,Kapchorua Tea Kenya Plc,80.0,101.0,98.0,98.0,98.0,98.0,0.0,0.0,0.0
1043,2022-03-16,LIMT,Limuru Tea Plc,260.0,360.0,320.0,320.0,320.0,320.0,0.0,0.0,0.0
1044,2022-03-16,SASN,Sasini Plc,16.75,22.6,19.7,19.7,19.7,19.7,0.0,0.0,0.0
1045,2022-03-16,WTK,Williamson Tea Kenya Plc,125.0,154.75,130.0,130.0,130.0,130.0,0.0,0.0,0.0
1046,2022-03-16,CGEN,Car and General (K) Ltd,10.0,70.0,68.5,68.5,68.5,66.5,2.0,200.0,34.25
1047,2022-03-16,ABSA,ABSA Bank Kenya Plc,8.6,12.95,12.2,12.9,12.2,12.25,-0.05,889900.0,0.0
1048,2022-03-16,BKG,BK Group Plc,24.3,40.0,27.0,27.0,27.0,27.0,0.0,0.0,0.0
1049,2022-03-16,COOP,Co-operative Bank of Kenya Ltd,11.5,14.0,12.95,13.1,12.95,12.95,0.0,39300.0,0.0
1050,2022-03-16,DTK,Diamond Trust Bank Kenya Ltd,54.0,69.0,57.0,57.0,57.0,55.25,1.75,10200.0,0.0
1051,2022-03-16,EQTY,Equity Group Holdings Plc,39.0,55.0,51.0,53.5,52.75,51.25,1.5,139100.0,0.0
1052,2022-03-16,HFCK,HF Group Ltd,2.8,5.2,3.45,3.45,3.45,3.22,0.23,500.0,0.0
1053,2022-03-16,IMH,I & M Holdings Plc,18.0,26.0,20.8,21.85,20.9,21.0,-0.1,4100.0,0.0
1054,2022-03-16,KCB,KCB Group Plc,37.0,50.75,45.0,46.0,45.05,45.0,0.05,3638500.0,0.0
1055,2022-03-16,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,0.0,0.0,0.0
1056,2022-03-16,NCBA,NCBA Group Plc,23.0,29.0,24.35,25.0,24.5,24.35,0.15,6600.0,0.0
1057,2022-03-16,SBIC,Stanbic Holdings Plc,78.0,106.0,99.5,99.5,99.5,99.5,0.0,1400.0,0.0
1058,2022-03-16,SCBK,Standard Chartered Bank Kenya Ltd,123.0,148.75,139.0,140.0,139.75,139.0,0.75,45100.0,0.0
1059,2022-03-16,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,0.0,0.0,0.0
1060,2022-03-17,EGAD,Eaagads Ltd,10.0,15.0,12.6,12.65,12.6,13.5,-0.9,700.0,0.0
1061,2022-03-17,KUKZ,Kakuzi Plc,355.0,427.0,415.0,415.0,415.0,415.0,0.0,0.0,0.0
1062,2022-03-17,KAPC,Kapchorua Tea Kenya Plc,80.0,101.0,98.0,98.0,98.0,98.0,0.0,0.0,0.0
1063,2022-03-17,LIMT,Limuru Tea Plc,260.0,360.0,320.0,320.0,320.0,320.0,0.0,0.0,0.0
1064,2022-03-17,SASN,Sasini Plc,16.75,22.6,17.9,19.7,18.45,19.7,-1.25,2200.0,0.0
1065,2022-03-17,WTK,Williamson Tea Kenya Plc,125.0,154.75,135.0,135.0,135.0,130.0,5.0,200.0,0.0
1066,2022-03-17,CGEN,Car and General (K) Ltd,10.0,70.0,66.5,66.5,66.5,68.5,-2.0,100.0,33.25
1067,2022-03-17,ABSA,ABSA Bank Kenya Plc,8.6,12.95,12.1,12.5,12.3,12.2,0.1,2380300.0,0.0
1068,2022-03-17,BKG,BK Group Plc,24.3,40.0,27.0,27.0,27.0,27.0,0.0,0.0,0.0
1069,2022-03-17,COOP,Co-operative Bank of Kenya Ltd,11.5,14.0,13.0,13.1,13.05,12.95,0.1,89900.0,0.0
1070,2022-03-17,DTK,Diamond Trust Bank Kenya Ltd,54.0,69.0,55.75,56.0,56.0,57.0,-1.0,700.0,0.0
1071,2022-03-17,EQTY,Equity Group Holdings Plc,39.0,55.0,51.5,52.0,51.75,52.75,-1.0,140900.0,0.0
1072,2022-03-17,HFCK,HF Group Ltd,2.8,5.2,3.11,3.5,3.32,3.45,-0.13,37600.0,0.0
1073,2022-03-17,IMH,I & M Holdings Plc,18.0,26.0,20.8,21.0,20.95,20.9,0.05,28200.0,0.0
1074,2022-03-17,KCB,KCB Group Plc,37.0,50.75,44.25,45.0,44.6,45.05,-0.45,559900.0,0.0
1075,2022-03-17,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,0.0,0.0,0.0
1076,2022-03-17,NCBA,NCBA Group Plc,23.0,29.0,24.5,25.0,24.55,24.5,0.05,21800.0,0.0
1077,2022-03-17,SBIC,Stanbic Holdings Plc,78.0,106.0,99.0,100.0,100.0,99.5,0.5,300100.0,0.0
1078,2022-03-17,SCBK,Standard Chartered Bank Kenya Ltd,123.0,148.75,138.0,140.0,139.0,139.75,-0.75,163800.0,0.0
1079,2022-03-17,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,0.0,0.0,0.0
1080,2022-03-18,EGAD,Eaagads Ltd,10.0,15.0,12.65,13.5,12.95,12.6,0.35,300.0,0.0
1081,2022-03-18,KUKZ,Kakuzi Plc,355.0,427.0,415.0,415.0,415.0,415.0,0.0,0.0,0.0
1082,2022-03-18,KAPC,Kapchorua Tea Kenya Plc,80.0,101.0,99.75,99.75,99.75,98.0,1.75,800.0,0.0
1083,2022-03-18,LIMT,Limuru Tea Plc,260.0,360.0,320.0,320.0,320.0,320.0,0.0,0.0,0.0
1084,2022-03-18,SASN,Sasini Plc,16.75,22.6,17.9,17.9,17.9,18.45,-0.55,300.0,0.0
1085,2022-03-18,WTK,Williamson Tea Kenya Plc,125.0,154.75,130.0,130.0,130.0,135.0,-5.0,100.0,0.0
1086,2022-03-18,CGEN,Car and General (K) Ltd,10.0,70.0,73.0,73.0,73.0,66.5,6.5,300.0,36.5
1087,2022-03-18,ABSA,ABSA Bank Kenya Plc,8.6,12.95,12.15,12.5,12.4,12.3,0.1,412300.0,0.0
1088,2022-03-18,BKG,BK Group Plc,24.3,40.0,29.0,29.6,29.4,27.0,2.4,300.0,0.0
1089,2022-03-18,COOP,Co-operative Bank of Kenya Ltd,11.5,14.0,13.0,13.6,13.3,13.05,0.25,152400.0,0.0
1090,2022-03-18,DTK,Diamond Trust Bank Kenya Ltd,54.0,69.0,56.5,60.0,56.5,56.0,0.5,6000.0,0.0
1091,2022-03-18,EQTY,Equity Group Holdings Plc,39.0,55.0,51.25,52.0,52.0,51.75,0.25,282500.0,0.0
1092,2022-03-18,HFCK,HF Group Ltd,2.8,5.2,3.0,3.5,3.09,3.32,-0.23,38500.0,0.0
1093,2022-03-18,IMH,I & M Holdings Plc,18.0,26.0,20.65,20.8,20.7,20.95,-0.25,92500.0,0.0
1094,2022-03-18,KCB,KCB Group Plc,37.0,50.75,44.0,45.2,44.6,44.6,0.0,1509700.0,0.0
1095,2022-03-18,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,0.0,0.0,0.0
1096,2022-03-18,NCBA,NCBA Group Plc,23.0,29.0,24.5,25.0,24.95,24.55,0.4,9300.0,0.0
1097,2022-03-18,SBIC,Stanbic Holdings Plc,78.0,106.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
1098,2022-03-18,SCBK,Standard Chartered Bank Kenya Ltd,123.0,148.75,139.0,141.0,139.75,139.0,0.75,67100.0,0.0
1099,2022-03-18,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,0.0,0.0,0.0
1100,2022-03-21,EGAD,Eaagads Ltd,10.0,15.0,12.95,12.95,12.95,12.95,0.0,0.0,0.0
1101,2022-03-21,KUKZ,Kakuzi Plc,355.0,427.0,415.0,415.0,415.0,415.0,0.0,0.0,0.0
1102,2022-03-21,KAPC,Kapchorua Tea Kenya Plc,80.0,101.0,98.0,98.0,98.0,99.75,-1.75,100.0,0.0
1103,2022-03-21,LIMT,Limuru Tea Plc,260.0,360.0,320.0,320.0,320.0,320.0,0.0,0.0,0.0
1104,2022-03-21,SASN,Sasini Plc,16.75,22.6,17.9,19.5,19.25,17.9,1.35,1200.0,0.0
1105,2022-03-21,WTK,Williamson Tea Kenya Plc,125.0,154.75,130.0,130.0,130.0,130.0,0.0,300.0,0.0
1106,2022-03-21,CGEN,Car and General (K) Ltd,10.0,70.0,66.75,76.0,70.0,73.0,-3.0,1300.0,35.0
1107,2022-03-21,ABSA,ABSA Bank Kenya Plc,8.6,12.95,12.3,12.95,12.55,12.4,0.15,108100.0,0.0
1108,2022-03-21,BKG,BK Group Plc,24.3,40.0,27.5,27.5,27.5,29.4,-1.9,100.0,0.0
1109,2022-03-21,COOP,Co-operative Bank of Kenya Ltd,11.5,14.0,12.9,14.0,13.2,13.3,-0.1,201600.0,0.0
1110,2022-03-21,DTK,Diamond Trust Bank Kenya Ltd,54.0,69.0,57.0,60.0,57.5,56.5,1.0,10800.0,0.0
1111,2022-03-21,EQTY,Equity Group Holdings Plc,39.0,55.0,49.75,52.25,51.25,52.0,-0.75,250500.0,0.0
1112,2022-03-21,HFCK,HF Group Ltd,2.8,5.2,2.8,3.37,2.91,3.09,-0.18,63200.0,0.0
1113,2022-03-21,IMH,I & M Holdings Plc,18.0,26.0,20.4,21.0,20.55,20.7,-0.15,17700.0,0.0
1114,2022-03-21,KCB,KCB Group Plc,37.0,50.75,44.0,45.0,44.35,44.6,-0.25,167000.0,0.0
1115,2022-03-21,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,0.0,0.0,0.0
1116,2022-03-21,NCBA,NCBA Group Plc,23.0,29.0,24.5,25.2,24.95,24.95,0.0,41700.0,0.0
1117,2022-03-21,SBIC,Stanbic Holdings Plc,78.0,106.0,100.0,100.0,100.0,100.0,0.0,400000.0,0.0
1118,2022-03-21,SCBK,Standard Chartered Bank Kenya Ltd,123.0,148.75,139.5,141.0,140.5,139.75,0.75,6900.0,0.0
1119,2022-03-21,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,0.0,0.0,0.0
1120,2022-03-22,EGAD,Eaagads Ltd,10.0,15.0,12.95,12.95,12.95,12.95,0.0,0.0,0.0
1121,2022-03-22,KUKZ,Kakuzi Plc,355.0,427.0,415.0,415.0,415.0,415.0,0.0,0.0,0.0
1122,2022-03-22,KAPC,Kapchorua Tea Kenya Plc,80.0,101.0,98.0,98.0,98.0,98.0,0.0,0.0,0.0
1123,2022-03-22,LIMT,Limuru Tea Plc,260.0,360.0,320.0,320.0,320.0,320.0,0.0,0.0,0.0
1124,2022-03-22,SASN,Sasini Plc,16.75,22.6,17.9,18.5,18.2,19.25,-1.05,200.0,0.0
1125,2022-03-22,WTK,Williamson Tea Kenya Plc,125.0,154.75,135.0,135.0,135.0,130.0,5.0,200.0,0.0
1126,2022-03-22,CGEN,Car and General (K) Ltd,10.0,70.0,76.0,76.0,76.0,70.0,6.0,100.0,38.0
1127,2022-03-22,ABSA,ABSA Bank Kenya Plc,8.6,12.95,12.35,12.75,12.4,12.55,-0.15,164100.0,0.0
1128,2022-03-22,BKG,BK Group Plc,24.3,40.0,29.8,30.0,29.9,27.5,2.4,200.0,0.0
1129,2022-03-22,COOP,Co-operative Bank of Kenya Ltd,11.5,14.0,12.85,13.3,13.1,13.2,-0.1,112600.0,0.0
1130,2022-03-22,DTK,Diamond Trust Bank Kenya Ltd,54.0,69.0,57.0,60.0,57.0,57.5,-0.5,149600.0,0.0
1131,2022-03-22,EQTY,Equity Group Holdings Plc,39.0,55.0,51.25,52.0,51.75,51.25,0.5,1713200.0,0.0
1132,2022-03-22,HFCK,HF Group Ltd,2.8,5.2,2.8,3.1,3.01,2.91,0.1,5500.0,0.0
1133,2022-03-22,IMH,I & M Holdings Plc,18.0,26.0,20.9,21.0,20.95,20.55,0.4,10600.0,0.0
1134,2022-03-22,KCB,KCB Group Plc,37.0,50.75,43.9,45.0,44.0,44.35,-0.35,9146800.0,0.0
1135,2022-03-22,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,0.0,0.0,0.0
1136,2022-03-22,NCBA,NCBA Group Plc,23.0,29.0,24.6,25.0,24.8,24.95,-0.15,14600.0,0.0
1137,2022-03-22,SBIC,Stanbic Holdings Plc,78.0,106.0,102.0,102.0,102.0,100.0,2.0,500.0,0.0
1138,2022-03-22,SCBK,Standard Chartered Bank Kenya Ltd,123.0,148.75,140.5,144.0,141.25,140.5,0.75,186500.0,0.0
1139,2022-03-22,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,0.0,0.0,0.0
1140,2022-03-23,EGAD,Eaagads Ltd,10.0,15.0,12.95,12.95,12.95,12.95,0.0,0.0,0.0
1141,2022-03-23,KUKZ,Kakuzi Plc,355.0,427.0,415.0,415.0,415.0,415.0,0.0,300.0,0.0
1142,2022-03-23,KAPC,Kapchorua Tea Kenya Plc,80.0,101.0,99.75,99.75,99.75,98.0,1.75,700.0,0.0
1143,2022-03-23,LIMT,Limuru Tea Plc,260.0,360.0,320.0,320.0,320.0,320.0,0.0,0.0,0.0
1144,2022-03-23,SASN,Sasini Plc,16.75,22.6,18.2,20.0,19.05,18.2,0.85,2200.0,0.0
1145,2022-03-23,WTK,Williamson Tea Kenya Plc,125.0,154.75,135.0,135.0,135.0,135.0,0.0,0.0,0.0
1146,2022-03-23,CGEN,Car and General (K) Ltd,10.0,70.0,76.0,76.0,76.0,76.0,0.0,0.0,38.0
1147,2022-03-23,ABSA,ABSA Bank Kenya Plc,8.6,12.95,12.3,12.4,12.35,12.4,-0.05,3363500.0,0.0
1148,2022-03-23,BKG,BK Group Plc,24.3,40.0,29.8,29.8,29.8,29.9,-0.1,300.0,0.0
1149,2022-03-23,COOP,Co-operative Bank of Kenya Ltd,11.5,14.0,12.8,13.2,12.95,13.1,-0.15,94500.0,0.0
1150,2022-03-23,DTK,Diamond Trust Bank Kenya Ltd,54.0,69.0,57.0,57.0,57.0,57.0,0.0,19700.0,0.0
1151,2022-03-23,EQTY,Equity Group Holdings Plc,39.0,55.0,50.0,52.0,51.0,51.75,-0.75,1930700.0,0.0
1152,2022-03-23,HFCK,HF Group Ltd,2.8,5.2,3.1,3.2,3.2,3.01,0.19,73500.0,0.0
1153,2022-03-23,IMH,I & M Holdings Plc,18.0,26.0,20.55,21.0,21.0,20.95,0.05,168300.0,0.0
1154,2022-03-23,KCB,KCB Group Plc,37.0,50.75,44.0,44.45,44.2,44.0,0.2,945200.0,0.0
1155,2022-03-23,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,0.0,0.0,0.0
1156,2022-03-23,NCBA,NCBA Group Plc,23.0,29.0,25.0,25.4,25.1,24.8,0.3,15600.0,0.0
1157,2022-03-23,SBIC,Stanbic Holdings Plc,78.0,106.0,100.0,102.0,100.25,102.0,-1.75,35600.0,0.0
1158,2022-03-23,SCBK,Standard Chartered Bank Kenya Ltd,123.0,148.75,141.0,142.0,141.25,141.25,0.0,26200.0,0.0
1159,2022-03-23,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,0.0,0.0,0.0
1160,2022-03-24,EGAD,Eaagads Ltd,10.0,15.0,12.95,12.95,12.95,12.95,0.0,0.0,0.0
1161,2022-03-24,KUKZ,Kakuzi Plc,355.0,427.0,415.0,415.0,415.0,415.0,0.0,0.0,0.0
1162,2022-03-24,KAPC,Kapchorua Tea Kenya Plc,80.0,101.0,99.75,99.75,99.75,99.75,0.0,300.0,0.0
1163,2022-03-24,LIMT,Limuru Tea Plc,260.0,360.0,320.0,320.0,320.0,320.0,0.0,0.0,0.0
1164,2022-03-24,SASN,Sasini Plc,16.75,22.6,18.3,19.05,18.35,19.05,-0.7,1100.0,0.0
1165,2022-03-24,WTK,Williamson Tea Kenya Plc,125.0,154.75,135.0,135.0,135.0,135.0,0.0,400.0,0.0
1166,2022-03-24,CGEN,Car and General (K) Ltd,10.0,70.0,75.0,75.0,75.0,76.0,-1.0,100.0,37.5
1167,2022-03-24,ABSA,ABSA Bank Kenya Plc,8.6,12.95,12.3,12.45,12.35,12.35,0.0,2465800.0,0.0
1168,2022-03-24,BKG,BK Group Plc,24.3,40.0,29.8,29.8,29.8,29.8,0.0,0.0,0.0
1169,2022-03-24,COOP,Co-operative Bank of Kenya Ltd,11.5,14.0,12.85,13.1,12.95,12.95,0.0,87800.0,0.0
1170,2022-03-24,DTK,Diamond Trust Bank Kenya Ltd,54.0,69.0,56.75,57.0,57.0,57.0,0.0,16300.0,0.0
1171,2022-03-24,EQTY,Equity Group Holdings Plc,39.0,55.0,51.0,51.75,51.5,51.0,0.5,171200.0,0.0
1172,2022-03-24,HFCK,HF Group Ltd,2.8,5.2,3.3,3.3,3.3,3.2,0.1,2500.0,0.0
1173,2022-03-24,IMH,I & M Holdings Plc,18.0,26.0,21.45,21.5,21.45,21.0,0.45,6800.0,0.0
1174,2022-03-24,KCB,KCB Group Plc,37.0,50.75,43.75,44.35,44.15,44.2,-0.05,923100.0,0.0
1175,2022-03-24,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,0.0,0.0,0.0
1176,2022-03-24,NCBA,NCBA Group Plc,23.0,29.0,25.0,26.5,25.5,25.1,0.4,571900.0,0.0
1177,2022-03-24,SBIC,Stanbic Holdings Plc,78.0,106.0,104.0,105.0,104.25,100.25,4.0,3500.0,0.0
1178,2022-03-24,SCBK,Standard Chartered Bank Kenya Ltd,123.0,148.75,141.25,143.25,142.0,141.25,0.75,297500.0,0.0
1179,2022-03-24,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,0.0,0.0,0.0
1180,2022-03-25,EGAD,Eaagads Ltd,10.0,15.0,12.95,12.95,12.95,12.95,0.0,0.0,0.0
1181,2022-03-25,KUKZ,Kakuzi Plc,355.0,427.0,415.0,415.0,415.0,415.0,0.0,0.0,0.0
1182,2022-03-25,KAPC,Kapchorua Tea Kenya Plc,80.0,101.0,99.75,99.75,99.75,99.75,0.0,0.0,0.0
1183,2022-03-25,LIMT,Limuru Tea Plc,260.0,360.0,320.0,320.0,320.0,320.0,0.0,200.0,0.0
1184,2022-03-25,SASN,Sasini Plc,16.75,22.6,18.6,18.6,18.6,18.35,0.25,4900.0,0.0
1185,2022-03-25,WTK,Williamson Tea Kenya Plc,125.0,154.75,135.0,135.0,135.0,135.0,0.0,200.0,0.0
1186,2022-03-25,CGEN,Car and General (K) Ltd,10.0,70.0,70.0,70.0,70.0,75.0,-5.0,100.0,0.0
1187,2022-03-25,ABSA,ABSA Bank Kenya Plc,8.6,12.95,12.3,12.4,12.35,12.35,0.0,141900.0,0.0
1188,2022-03-25,BKG,BK Group Plc,24.3,40.0,29.8,29.8,29.8,29.8,0.0,0.0,0.0
1189,2022-03-25,COOP,Co-operative Bank of Kenya Ltd,11.5,14.0,12.85,12.95,12.9,12.95,-0.05,195500.0,0.0
1190,2022-03-25,DTK,Diamond Trust Bank Kenya Ltd,54.0,69.0,57.0,57.0,57.0,57.0,0.0,4100.0,0.0
1191,2022-03-25,EQTY,Equity Group Holdings Plc,39.0,55.0,51.25,52.0,51.5,51.5,0.0,1297400.0,0.0
1192,2022-03-25,HFCK,HF Group Ltd,2.8,5.2,3.1,3.3,3.23,3.3,-0.07,25400.0,0.0
1193,2022-03-25,IMH,I & M Holdings Plc,18.0,26.0,20.8,21.5,21.2,21.45,-0.25,44500.0,0.0
1194,2022-03-25,KCB,KCB Group Plc,37.0,50.75,43.0,44.35,44.0,44.15,-0.15,2396100.0,0.0
1195,2022-03-25,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,0.0,0.0,0.0
1196,2022-03-25,NCBA,NCBA Group Plc,23.0,29.0,25.05,26.0,25.9,25.5,0.4,78600.0,0.0
1197,2022-03-25,SBIC,Stanbic Holdings Plc,78.0,106.0,100.0,104.0,102.0,104.25,-2.25,1800.0,0.0
1198,2022-03-25,SCBK,Standard Chartered Bank Kenya Ltd,123.0,148.75,141.0,142.0,142.0,142.0,0.0,2363300.0,0.0
1199,2022-03-25,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,0.0,0.0,0.0
1200,2022-03-28,EGAD,Eaagads Ltd,10.0,15.0,12.95,12.95,12.95,12.95,0.0,0.0,0.0
1201,2022-03-28,KUKZ,Kakuzi Plc,355.0,427.0,415.0,415.0,415.0,415.0,0.0,0.0,0.0
1202,2022-03-28,KAPC,Kapchorua Tea Kenya Plc,80.0,101.0,99.75,99.75,99.75,99.75,0.0,0.0,0.0
1203,2022-03-28,LIMT,Limuru Tea Plc,260.0,360.0,320.0,320.0,320.0,320.0,0.0,0.0,0.0
1204,2022-03-28,SASN,Sasini Plc,16.75,22.6,18.2,18.6,18.45,18.6,-0.15,1100.0,0.0
1205,2022-03-28,WTK,Williamson Tea Kenya Plc,125.0,154.75,135.0,135.0,135.0,135.0,0.0,100.0,0.0
1206,2022-03-28,CGEN,Car and General (K) Ltd,10.0,70.0,69.0,69.0,69.0,70.0,-1.0,100.0,0.0
1207,2022-03-28,ABSA,ABSA Bank Kenya Plc,8.6,12.95,12.35,12.65,12.5,12.35,0.15,464400.0,0.0
1208,2022-03-28,BKG,BK Group Plc,24.3,40.0,29.7,29.7,29.7,29.8,-0.1,1100.0,0.0
1209,2022-03-28,COOP,Co-operative Bank of Kenya Ltd,11.5,14.0,12.8,12.9,12.85,12.9,-0.05,235400.0,0.0
1210,2022-03-28,DTK,Diamond Trust Bank Kenya Ltd,54.0,69.0,55.5,59.75,55.75,57.0,-1.25,11500.0,0.0
1211,2022-03-28,EQTY,Equity Group Holdings Plc,39.0,55.0,50.0,51.75,51.0,51.5,-0.5,1196900.0,0.0
1212,2022-03-28,HFCK,HF Group Ltd,2.8,5.2,3.11,3.3,3.15,3.23,-0.08,5800.0,0.0
1213,2022-03-28,IMH,I & M Holdings Plc,18.0,26.0,20.6,21.0,20.95,21.2,-0.25,18600.0,0.0
1214,2022-03-28,KCB,KCB Group Plc,37.0,50.75,44.0,45.0,44.45,44.0,0.45,673200.0,0.0
1215,2022-03-28,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,0.0,0.0,0.0
1216,2022-03-28,NCBA,NCBA Group Plc,23.0,29.0,25.9,26.0,26.0,25.9,0.1,73100.0,0.0
1217,2022-03-28,SBIC,Stanbic Holdings Plc,78.0,106.0,100.0,103.0,103.0,102.0,1.0,119700.0,0.0
1218,2022-03-28,SCBK,Standard Chartered Bank Kenya Ltd,123.0,148.75,141.5,142.5,142.0,142.0,0.0,152400.0,0.0
1219,2022-03-28,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,0.0,0.0,0.0
1220,2022-03-29,EGAD,Eaagads Ltd,10.0,15.0,12.95,12.95,12.95,12.95,0.0,0.0,0.0
1221,2022-03-29,KUKZ,Kakuzi Plc,355.0,427.0,425.0,425.0,425.0,415.0,10.0,400.0,0.0
1222,2022-03-29,KAPC,Kapchorua Tea Kenya Plc,80.0,101.0,99.75,99.75,99.75,99.75,0.0,0.0,0.0
1223,2022-03-29,LIMT,Limuru Tea Plc,260.0,360.0,320.0,320.0,320.0,320.0,0.0,0.0,0.0
1224,2022-03-29,SASN,Sasini Plc,16.75,22.6,18.5,18.5,18.5,18.45,0.05,200.0,0.0
1225,2022-03-29,WTK,Williamson Tea Kenya Plc,125.0,154.75,130.5,130.5,130.5,135.0,-4.5,100.0,0.0
1226,2022-03-29,CGEN,Car and General (K) Ltd,10.0,70.0,69.0,69.0,69.0,69.0,0.0,0.0,0.0
1227,2022-03-29,ABSA,ABSA Bank Kenya Plc,8.6,12.95,12.4,12.65,12.5,12.5,0.0,305000.0,0.0
1228,2022-03-29,BKG,BK Group Plc,24.3,40.0,29.7,29.7,29.7,29.7,0.0,0.0,0.0
1229,2022-03-29,COOP,Co-operative Bank of Kenya Ltd,11.5,14.0,12.8,13.1,12.9,12.85,0.05,72700.0,0.0
1230,2022-03-29,DTK,Diamond Trust Bank Kenya Ltd,54.0,69.0,57.0,58.0,57.25,55.75,1.5,3700.0,0.0
1231,2022-03-29,EQTY,Equity Group Holdings Plc,39.0,55.0,51.0,52.0,51.0,51.0,0.0,111000.0,0.0
1232,2022-03-29,HFCK,HF Group Ltd,2.8,5.2,3.13,3.28,3.15,3.15,0.0,97100.0,0.0
1233,2022-03-29,IMH,I & M Holdings Plc,18.0,26.0,19.8,20.9,20.25,20.95,-0.7,173200.0,0.0
1234,2022-03-29,KCB,KCB Group Plc,37.0,50.75,43.95,44.45,44.05,44.45,-0.4,313000.0,0.0
1235,2022-03-29,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,0.0,0.0,0.0
1236,2022-03-29,NCBA,NCBA Group Plc,23.0,29.0,25.5,26.0,25.7,26.0,-0.3,115600.0,0.0
1237,2022-03-29,SBIC,Stanbic Holdings Plc,78.0,106.0,103.0,103.0,103.0,103.0,0.0,1600.0,0.0
1238,2022-03-29,SCBK,Standard Chartered Bank Kenya Ltd,123.0,148.75,142.0,145.0,143.75,142.0,1.75,25900.0,0.0
1239,2022-03-29,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,0.0,0.0,0.0
1240,2022-03-30,EGAD,Eaagads Ltd,10.0,15.0,12.6,13.0,12.65,12.95,-0.3,1200.0,0.0
1241,2022-03-30,KUKZ,Kakuzi Plc,355.0,427.0,425.0,425.0,425.0,425.0,0.0,0.0,0.0
1242,2022-03-30,KAPC,Kapchorua Tea Kenya Plc,80.0,101.0,99.75,99.75,99.75,99.75,0.0,100.0,0.0
1243,2022-03-30,LIMT,Limuru Tea Plc,260.0,360.0,320.0,320.0,320.0,320.0,0.0,0.0,0.0
1244,2022-03-30,SASN,Sasini Plc,16.75,22.6,18.6,18.6,18.6,18.5,0.1,3000.0,0.0
1245,2022-03-30,WTK,Williamson Tea Kenya Plc,125.0,154.75,130.5,130.5,130.5,130.5,0.0,0.0,0.0
